ShowDate,ShowInit,YouTube,Notes,Info,Host,CustomTitle
",,",,,,,
",https://clyp.it/pny4g1mj,",,,,,
",",,,,,
",,",,,,,
"Jennifer Rehm.  Michael Jackson.  Jorge and Neil disagree on the topic of food addiction  POLL 2: Who would be your celebrity lesbian fantasy?,,",,,,,
"POLL 2: What is wrong with the show?,,",,,,,
"show over the years?,,",,,,,
1:23:30 NEIL talks about the Papa Juan Pablo drop.,,,,,
1977-06-10,NRS,https://youtu.be/WxM1PyE1MLw,Neil Rogers interviews Dade County consumer advocate Walter Dartland on Florida Power and Light rates and auto insurance,,
1982-05-31,NRS,https://youtu.be/4zajHaXIUz4?si=d_LkFjVLvvGBP0sj,Neil broadcasts play by play for the 1982 University of Miami Regionals baseball game. ,,
1983-11-02,NRS,https://youtu.be/DDfxq9FGHJI,A short clip from the Wednesday night dating show hosted by Neil Rogers.,,
1984-03-01,NRS,https://youtu.be/x-w9IOBqSuI,"Neil Rogers' first night on WINZ after being off the air for two long months. He is happy, the board is full of calls, and he has his kazoos!",,
1985-02-21,NRS,https://youtu.be/S5dFrMapkPY,"Neil has a special guest tonight, Stan Major. But first Roger Conner from F.A.I.R. to discuss the aftermath of the Mariel boatlift. 11PM-Midnight",,
1985-07-04,NRS,https://youtu.be/sQNvzVQ6Lto,"For this holiday show, Neil was only taking calls from people who wanted to talk about their animals. This 3 min. clip has a 9 year old and his cat Graybo.",,
1986-02-05,NRS,https://youtu.be/41B7ZE9GIWA,Neil discusses last week's Challenger disaster. Audio issues with the first few minutes. 33 minute clip of Neil on WINZ at night.,,
1986-03-05,NRS,https://youtu.be/PBnSRsfh8r8,"Tonight Neil is discussing education, early birds, Millie, and maybe burning WINZ's telephone a month before his ""phone out"" was enacted.",,
1986-08-22,NRS,https://youtu.be/M7WAp-GQdDQ,"Neil on WINZ. At this stage he was on evenings and taking callers on air to talk about typical talk radio topics. Tonight it's religion. In this show, Neil insists to a caller that he's an agnostic not an atheist.",,
1987-01-17,NRS,https://youtu.be/EjLrnHAaJ2Y,"Callers are having problems with WINZ, one lady says she gets music instead of Talk Net at night. Neil has a little fun, a classic show.",,
1987-02-20,NRS,https://youtu.be/hyyU3iOE5rI,"10 minutes of Neil Rogers from the FC Archives, a Jamaican caller wants wonders what disease Taffy is accusing him of having. Exact date unknown.",rogers-1987-Feb-trim-amp-41,
1987-02-21,NRS,https://youtu.be/FZrMndrWd3w,10 minute clip of Uncle Neil's Saturday show.,,
1987-03-03,NRS,https://youtu.be/1S5dM3qRvvI,"WINZ clip from 1987. Mike Miller got Herman and McBean to do a Neil trivia bit, and Uncle was not happy. March 1987 show (exact date unknown) extra minutes.",,
1987-03-07,NRS,https://youtu.be/h7JEqbVVG0o,"*Audio Repaired* LIVE from the Diplomat Mall in Hallandale.  A remote with Mike Spindell, Lorri, Marlon Bailey, and Hallandale City Manager R. J. Intindola.",,
1987-04-11,NRS,https://youtu.be/IHZclWSxALY,"Neil on Saturday, Kathy West went home and Arlene Ross joins Neil. One of the best crank calls ever, and Neil gives out Ken Block's phone number. Be sure to listen to Ernie following Neil. 28 minutes",,
1987-04-13,NRS,https://youtu.be/Mw-GSPE8UKk,"A Neil Rogers clip from Mr. Cake's archive, a strange crank call and a Steve Dahl spy report. (6 minutes, exact date unknown)",,
1987-04-14,NRS,https://youtu.be/j7hUDUYZhNs,"18 minute clip of Neil talking about the FCC, crank callers, and a WNWS spy report.",,
1987-04-15,NRS,https://youtu.be/l_pWBieylrw,"Neil is feed up with Taffy, and her callers on this WINZ clip of The Neil Rogers Show from 1987. It starts with April 15 and ends with Kathy ""Wild"" West from WINZ FM in the studio and still pregnant.",,
1987-04-16,NRS,https://youtu.be/gq4nwO4VwhU,"Neil is fed up with the lack of good calls and takes the show outside to the lawn of the WINZ studios. Instead of callers Neil talks to the people who can find the studio. Neil gives away WINZ swag, Happy Sperm candles, and he feeds the masses with yummy food from Brick Oven Pizza. A good time was had by all.",,
1987-04-18,NRS,https://youtu.be/RJXE5sS5hgE,"Its the Saturday Neil Rogers Show. For some reason he lets Fruit Cake sit in for the whole show. Bob Lassiter on the phone as some kind of expert. Lee Fowler, SOFAR campaign, Bill Tanner, and other radio celebrities call.",,
1987-04-24,NRS,https://youtu.be/jXM34B-4rr8,"Fragment of the WINZ show. Neil reads from Gore Vidal's book ""Myron"", they play an excerpt of Howard's show, more talk about the FCC",,
1987-04-27,NRS,https://youtu.be/7sJMGXCMUvU,"Monday after Neil's apperance at CB Smith Park, lots of problems, SOFAR, good WINZ show. Neil ends the show doing a great talk up for ""Wasting Away In Hallandale"".",https://clyp.it/0oes5utl,
1987-04-29,BL,https://youtu.be/FfJ3tJsxdO4,"Bob Lassiter interviews Neil Rogers about the FCC and radio censorship. This show took place April 29, 1987 on WPLP. ",,
1987-04-30,NRS,https://youtu.be/ndKuO8nlSxU,"Neil with Tom Jicha talking about radio on WINZ. Steve Kane is sitting out his 3 month noncompete with WNWS, but gets back on radio by calling Neil to promote his move to WIOD in July. Greg Budell (sitting out like Kane), and Bill Tanner call in with exceptional comments. ",,
1987-05-02,NRS,https://youtu.be/mmc9Mk5hntk,"Neil Rogers on Saturday with Glen Hill sitting in. Neil reads a memo from Mark Kuhn about Kathy West not doing her show. Jay Michaels from WWHR calls in, and something about the Miramar High School prom and not being allowed to play ""Never Say Goodbye"" by Bon Jovi. Ernie Sochin brings in some lunch before his show. 56 minute clip from the Fruit Cake Archives.",,
1987-05-03,NRS,https://youtu.be/cvbDPufAMzA?si=w26cFlCCkQQgUHCZ,From the Fruit Cake Archives 7 minute clip of Neil with guest Linda Thorton on WINZ. (Date Unknown),Rogers-1987-11 _Unknown_date_ Neil Linda T 1 (64),
1987-05-09,NRS,https://youtu.be/akK8JEjY9BE,11:00AM-1:00PM hours Neil on WINZ - more Save Our First Amendment Rights (SOFAR) talk. Bill Tanner from WPOW calls in.,,
1987-05-20,NRS,https://youtu.be/03odzh8XsT4,"Neil Rogers starts the show with a classic monologue about the First Amendment, gays, and rumors that WINZ may be sold. He is joined in the last 3 hours with the Miami Herald's entertainment editor Bill Cosford.",,
1987-05-23,NRS,https://youtu.be/684GW8pP9zA,A clip of Neil and Glen talking about another Herald story about Neil. Some Jim Kelly talk. 17 minutes,,
1987-05-26,NRS,https://youtu.be/SLnU4L8xh6M,"It is Tuesday on WINZ. Neil is Birdless, some SOFAR talk, some requests like Rasta Jew, and the book is coming out. 11:00-2:00.",,
1987-05-29,NRS,https://youtu.be/-1D9IZQTNUA,"Neil talks about religion, well at least Jim and Tammy Faye Bakker, Jerry Falwell, and more sex abuse stories. Mike Spindell is going to do Saturday for Neil so he can go to Calder's opening. Taffy found out that she was being replaces by Stan Major, when Fruit Cake called her at home to let her know. Al Rantel, and Jerry Wichner spy reports, plus Golden Age bits like Be True to Your Shul.",,
1987-06-05,NRS,https://youtu.be/ZYsx9c_yQ1Y,Neil has Stan Major as a guest. Stan is taking over Taffy McCallum's 2-6 WINZ slot.,,
1987-06-06,NRS,https://youtu.be/C-ha_E21CSU,Belmont day at WINZ. Neil is joined with Glen and Ernie Sochin for some radio rumors and some Fruit Cake talk.,,
